Date,BTC_USD,BTC_EUR,BTC_GBP,BTC_JPY,BTC_CAD,BTC_AUD,BTC_CHF,BTC_CNY,BTC_INR,BTC_BRL,BTC_KRW,BTC_MXN
2025-10-27,114387.0,98452.89,85221.74,17014951.0,156950.4,175652.67,91609.12,820966.96,9851580.38,639789.39,159088300.0,2142354.13
2025-10-26,111639.0,96087.69,83174.4,16606189.0,153179.87,171432.84,89408.33,801244.29,9614908.88,624419.28,155266409.0,2090886.84
2025-10-25,111055.0,95585.04,82739.31,16519319.0,152378.57,170536.05,88940.62,797052.86,9564611.88,621152.85,154454188.0,2079949.11
2025-10-24,110124.0,94783.73,82045.68,16380834.0,151101.14,169106.41,88195.01,790370.98,9484429.5,615945.58,153159362.0,2062512.41
2025-10-23,107527.0,92548.49,80110.84,15994533.0,147537.8,165118.46,86115.15,771732.05,9260762.88,601420.04,149547481.0,2013873.19
2025-10-22,108323.0,93233.61,80703.88,16112937.0,148629.99,166340.79,86752.64,777445.02,9329318.38,605872.23,150654549.0,2028781.48
2025-10-21,110536.0,95138.34,82352.63,16442119.0,151666.45,169739.08,88524.97,793327.95,9519913.0,618249.98,153732368.0,2070228.75
2025-10-20,108636.0,93503.01,80937.08,16159496.0,149059.46,166821.44,87003.31,779691.46,9356275.5,607622.9,151089867.0,2034643.65
2025-10-19,107227.0,92290.28,79887.33,15949908.0,147126.17,164657.78,85874.89,769578.92,9234925.38,599742.08,149130244.0,2008254.49
2025-10-18,106474.0,91642.17,79326.32,15837900.0,146092.97,163501.47,85271.83,764174.56,9170073.25,595530.4,148082979.0,1994151.56
2025-10-17,108127.0,93064.91,80557.86,16083782.0,148361.06,166039.82,86595.67,776038.31,9312437.88,604775.96,150381955.0,2025110.59
2025-10-16,110868.0,95424.09,82599.98,16491503.0,152121.98,170248.89,88790.86,795710.74,9548506.5,620106.92,154194110.0,2076446.78
2025-10-15,113081.0,97328.82,84248.74,16820685.0,155158.44,173647.18,90563.18,811593.67,9739101.12,632484.67,157271928.0,2117894.06
2025-10-14,115239.0,99186.21,85856.51,17141685.0,158119.43,176961.0,92291.46,827081.85,9924958.88,644554.8,160273253.0,2158311.24
2025-10-13,114992.0,98973.62,85672.49,17104944.0,157780.52,176581.71,92093.64,825309.1,9903686.0,643173.28,159929728.0,2153685.18
2025-10-12,110748.0,95320.8,82510.58,16473653.0,151957.33,170064.62,88694.75,794849.49,9538171.5,619435.74,154027215.0,2074199.3
2025-10-11,112725.0,97022.41,83983.51,16767730.0,154669.97,173100.5,90278.07,809038.62,9708440.62,630493.49,156776807.0,2111226.54
2025-10-10,121712.0,104757.52,90679.09,18104537.0,167001.03,186900.94,97475.49,873539.22,10482446.0,680759.58,169275837.0,2279544.06
2025-10-09,123374.0,106188.0,91917.33,18351758.0,169281.46,189453.11,98806.54,885467.56,10625585.75,690055.48,171587330.0,2310671.66
2025-10-08,121471.0,104550.09,90499.54,18068689.0,166670.36,186530.86,97282.48,871809.54,10461689.88,679411.62,168940657.0,2275030.37
2025-10-07,124750.0,107372.33,92942.49,18556437.0,171169.47,191566.09,99908.53,895343.25,10744093.75,697751.73,173501057.0,2336442.76
2025-10-06,123516.0,106310.22,92023.12,18372881.0,169476.3,189671.16,98920.26,886486.71,10637815.5,690849.72,171784822.0,2313331.18
2025-10-05,122463.0,105403.91,91238.61,18216248.0,168031.48,188054.18,98076.94,878929.22,10547125.88,684960.08,170320321.0,2293609.54
2025-10-04,122312.0,105273.94,91126.11,18193787.0,167824.29,187822.3,97956.01,877845.48,10534121.0,684115.5,170110311.0,2290781.46
2025-10-03,120535.0,103744.48,89802.19,17929460.0,165386.07,185093.54,96532.87,865091.77,10381076.88,674176.39,167638877.0,2257500.03
2025-10-02,118767.0,102222.76,88484.98,17666472.0,162960.2,182378.6,95116.93,852402.66,10228807.88,664287.61,165179961.0,2224387.15
2025-10-01,114115.0,98218.78,85019.1,16974491.0,156577.19,175234.99,91391.28,819014.79,9828154.38,638268.04,158710005.0,2137259.85
2025-09-30,114312.0,98388.34,85165.87,17003795.0,156847.49,175537.5,91549.05,820428.68,9845121.0,639369.9,158983991.0,2140949.46
2025-09-29,112178.0,96551.61,83575.97,16686365.0,153919.43,172260.53,89840.0,805112.74,9661330.25,627434.01,156016045.0,2100981.77
2025-09-28,109700.0,94418.79,81729.79,16317765.0,150519.37,168455.31,87855.44,787327.89,9447912.5,613574.06,152569667.0,2054571.31
2025-09-27,109660.0,94384.36,81699.99,16311815.0,150464.49,168393.89,87823.4,787040.81,9444467.5,613350.33,152514036.0,2053822.15
2025-09-26,108995.0,93812.0,81204.54,16212896.0,149552.04,167372.72,87290.83,782268.03,9387194.38,609630.86,151589160.0,2041367.36
2025-09-25,113336.0,97548.3,84438.72,16858616.0,155508.33,174038.76,90767.4,813423.83,9761063.0,633910.94,157626580.0,2122669.95
2025-09-24,111974.0,96376.02,83423.99,16656020.0,153639.52,171947.27,89676.62,803648.62,9643760.75,626293.0,155732324.0,2097161.06
2025-09-23,112634.0,96944.09,83915.71,16754194.0,154545.11,172960.76,90205.19,808385.5,9700603.25,629984.51,156650245.0,2109522.2
2025-09-22,115258.0,99202.56,85870.67,17144511.0,158145.5,176990.18,92306.67,827218.21,9926595.25,644661.07,160299678.0,2158667.09
2025-09-21,115760.0,99634.63,86244.67,17219183.0,158834.3,177761.05,92708.71,830821.12,9969830.0,647468.86,160997855.0,2168069.05
2025-09-20,115672.0,99558.89,86179.11,17206094.0,158713.55,177625.92,92638.23,830189.53,9962251.0,646976.65,160875465.0,2166420.9
2025-09-19,117190.0,100865.43,87310.06,17431894.0,160796.4,179956.96,93853.96,841084.37,10092988.75,655467.13,162986685.0,2194851.52
2025-09-18,116429.0,100210.44,86743.1,17318696.0,159752.23,178788.37,93244.49,835622.6,10027447.62,651210.71,161928293.0,2180598.75
2025-09-17,116835.0,100559.89,87045.58,17379089.0,160309.3,179411.82,93569.65,838536.5,10062414.38,653481.55,162492954.0,2188202.73
2025-09-16,115380.0,99307.57,85961.56,17162659.0,158312.9,177177.52,92404.38,828093.82,9937102.5,645343.44,160469355.0,2160952.03
2025-09-15,115299.0,99237.85,85901.21,17150610.0,158201.76,177053.14,92339.51,827512.47,9930126.38,644890.39,160356701.0,2159434.98
2025-09-14,115998.0,99839.48,86421.99,17254586.0,159160.86,178126.52,92899.32,832529.27,9990327.75,648800.04,161328863.0,2172526.55
2025-09-13,116100.0,99927.27,86497.98,17269758.0,159300.81,178283.15,92981.01,833261.33,9999112.5,649370.54,161470724.0,2174436.91
2025-09-12,115644.0,99534.79,86158.25,17201929.0,158675.13,177582.92,92615.81,829988.57,9959839.5,646820.04,160836523.0,2165896.49
2025-09-11,114023.0,98139.6,84950.55,16960806.0,156450.96,175093.71,91317.6,818354.49,9820230.88,637753.47,158582053.0,2135536.78
2025-09-10,111546.0,96007.64,83105.11,16592355.0,153052.27,171290.03,89333.85,800576.82,9606899.25,623899.11,155137066.0,2089145.04
2025-09-09,112087.0,96473.28,83508.18,16672828.0,153794.57,172120.79,89767.12,804459.63,9653492.88,626925.03,155889483.0,2099277.43
2025-09-08,111168.0,95682.3,82823.49,16536128.0,152533.61,170709.57,89031.12,797863.87,9574344.0,621784.88,154611347.0,2082065.48
2025-09-07,110247.0,94889.59,82137.32,16399130.0,151269.91,169295.29,88293.52,791253.76,9495022.88,616633.54,153330429.0,2064816.07
2025-09-06,110647.0,95233.87,82435.33,16458630.0,151818.75,169909.53,88613.86,794124.6,9529472.88,618870.82,153886745.0,2072307.67
2025-09-05,110788.0,95355.23,82540.38,16479603.0,152012.21,170126.05,88726.79,795136.57,9541616.5,619659.46,154082847.0,2074948.46
2025-09-04,111787.0,96215.07,83284.67,16628204.0,153382.94,171660.11,89526.85,802306.5,9627655.38,625247.07,155472246.0,2093658.73
2025-09-03,111236.0,95740.83,82874.16,16546243.0,152626.92,170814.0,89085.58,798351.92,9580200.5,622165.22,154705921.0,2083339.05
2025-09-02,109175.0,93966.92,81338.65,16239671.0,149799.02,167649.12,87434.98,783559.91,9402696.88,610637.63,151839503.0,2044738.58
2025-09-01,108267.0,93185.41,80662.16,16104607.0,148553.15,166254.8,86707.79,777043.11,9324495.38,605559.01,150576665.0,2027732.65
2025-08-31,108828.0,93668.26,81080.12,16188055.0,149322.9,167116.27,87157.08,781069.46,9372811.5,608696.79,151356898.0,2038239.62
2025-08-30,108322.0,93232.75,80703.14,16112788.0,148628.62,166339.26,86751.84,777437.85,9329232.25,605866.63,150653159.0,2028762.75
2025-08-29,112484.0,96814.98,83803.95,16731882.0,154339.3,172730.42,90085.06,807308.94,9687684.5,629145.53,156441627.0,2106712.85
2025-08-28,111253.0,95755.46,82886.82,16548772.0,152650.24,170840.1,89099.19,798473.93,9581664.62,622260.3,154729564.0,2083657.45
2025-08-27,111755.0,96187.53,83260.83,16623444.0,153339.04,171610.97,89501.23,802076.83,9624899.38,625068.09,155427741.0,2093059.41
2025-08-26,109994.0,94671.84,81948.83,16361497.0,150922.77,168906.78,88090.89,789437.96,9473233.25,615218.46,152978560.0,2060077.64
2025-08-25,113443.0,97640.39,84518.44,16874532.0,155655.14,174203.06,90853.1,814191.78,9770278.38,634509.41,157775394.0,2124673.96
2025-08-24,115348.0,99280.02,85937.72,17157899.0,158268.99,177128.38,92378.75,827864.15,9934346.5,645164.46,160424849.0,2160352.7
2025-08-23,116900.0,100615.83,87094.01,17388757.0,160398.49,179511.63,93621.7,839003.01,10068012.5,653845.1,162583356.0,2189420.11
2025-08-22,112512.0,96839.08,83824.81,16736047.0,154377.71,172773.42,90107.49,807509.9,9690096.0,629302.14,156480569.0,2107237.26
2025-08-21,114207.0,98297.97,85087.64,16988176.0,156703.42,175376.26,91464.96,819675.08,9836077.88,638782.62,158837958.0,2138982.91
2025-08-20,112928.0,97197.13,84134.75,16797926.0,154948.51,173412.23,90440.65,810495.57,9725924.0,631628.91,157059138.0,2115028.52
2025-08-19,116272.0,100075.31,86626.13,17295343.0,159536.81,178547.28,93118.76,834495.79,10013926.0,650332.57,161709939.0,2177658.3
2025-08-18,117478.0,101113.32,87524.63,17474734.0,161191.56,180399.21,94084.61,843151.38,10117792.75,657077.97,163387232.0,2200245.47
2025-08-17,117452.0,101090.94,87505.26,17470867.0,161155.89,180359.28,94063.78,842964.77,10115553.5,656932.55,163351072.0,2199758.52
2025-08-16,117351.0,101004.01,87430.01,17455843.0,161017.31,180204.19,93982.9,842239.88,10106854.88,656367.64,163210602.0,2197866.89
2025-08-15,118340.0,101855.24,88166.85,17602956.0,162374.31,181722.9,94774.96,849338.04,10192032.5,661899.31,164586093.0,2216389.87
2025-08-14,123345.0,106163.04,91895.72,18347445.0,169241.67,189408.58,98783.31,885259.42,10623088.12,689893.28,171546997.0,2310128.52
2025-08-13,120043.0,103321.01,89435.63,17856275.0,164711.0,184338.02,96138.84,861560.64,10338703.38,671424.53,166954609.0,2248285.36
2025-08-12,118741.0,102200.38,88465.61,17662604.0,162924.53,182338.67,95096.1,852216.05,10226568.62,664142.19,165143800.0,2223900.2
2025-08-11,119249.0,102637.62,88844.08,17738169.0,163621.55,183118.76,95502.95,855862.02,10270320.12,666983.53,165850321.0,2233414.53
2025-08-10,116503.0,100274.13,86798.23,17329704.0,159853.77,178902.0,93303.76,836153.7,10033820.88,651624.6,162031212.0,2181984.7
2025-08-09,116664.0,100412.71,86918.18,17353653.0,160074.67,179149.23,93432.7,837309.22,10047687.0,652525.11,162255129.0,2185000.07
2025-08-08,117413.0,101057.37,87476.21,17465066.0,161102.38,180299.4,94032.55,842684.86,10112194.62,656714.42,163296831.0,2199028.09
2025-08-07,115000.0,98980.5,85678.45,17106134.0,157791.5,176593.99,92100.05,825366.52,9904375.0,643218.02,159940854.0,2153835.01
2025-08-06,114114.0,98217.92,85018.35,16974343.0,156575.82,175233.45,91390.48,819007.61,9828068.25,638262.45,158708615.0,2137241.12
2025-08-05,115041.0,99015.79,85708.99,17112233.0,157847.76,176656.95,92132.89,825660.78,9907906.12,643447.34,159997877.0,2154602.9
2025-08-04,114304.0,98381.45,85159.91,17002605.0,156836.52,175525.22,91542.64,820371.26,9844432.0,639325.16,158972865.0,2140799.63
2025-08-03,112500.0,96828.75,83815.87,16734262.0,154361.25,172754.99,90097.88,807423.77,9689062.5,629235.02,156463879.0,2107012.51
2025-08-02,113246.0,97470.83,84371.67,16845228.0,155384.84,173900.55,90695.32,812777.89,9753311.75,633407.55,157501409.0,2120984.34
2025-08-01,115732.0,99610.53,86223.81,17215018.0,158795.88,177718.05,92686.29,830620.16,9967418.5,647312.25,160958913.0,2167544.64
2025-07-31,117826.0,101412.84,87783.9,17526499.0,161669.05,180933.6,94363.31,845649.01,10147764.25,659024.41,163871227.0,2206763.16
2025-07-30,117942.0,101512.68,87870.33,17543754.0,161828.22,181111.73,94456.21,846481.55,10157754.75,659673.22,164032559.0,2208935.73
2025-07-29,117987.0,101551.41,87903.85,17550447.0,161889.96,181180.83,94492.25,846804.52,10161630.38,659924.91,164095144.0,2209778.53
2025-07-28,119423.0,102787.38,88973.72,17764051.0,163860.3,183385.95,95642.3,857110.83,10285305.88,667956.75,166092319.0,2236673.38
2025-07-27,118005.0,101566.9,87917.26,17553125.0,161914.66,181208.47,94506.66,846933.71,10163180.62,660025.59,164120179.0,2210115.66
2025-07-26,117566.0,101189.06,87590.2,17487824.0,161312.31,180534.34,94155.08,843782.96,10125371.75,657570.18,163509622.0,2201893.62
2025-07-25,118359.0,101871.59,88181.0,17605782.0,162400.38,181752.07,94790.17,849474.4,10193668.88,662005.58,164612518.0,2216745.72
2025-07-24,118778.0,102232.23,88493.17,17668108.0,162975.29,182395.49,95125.74,852481.61,10229755.25,664349.13,165195259.0,2224593.17
2025-07-23,119999.0,103283.14,89402.85,17849730.0,164650.63,184270.46,96103.6,861244.84,10334913.88,671178.43,166893414.0,2247461.28
2025-07-22,117449.0,101088.36,87503.03,17470420.0,161151.77,180354.68,94061.38,842943.24,10115295.12,656915.77,163346899.0,2199702.33
2025-07-21,117214.0,100886.09,87327.94,17435464.0,160829.33,179993.81,93873.18,841256.62,10095055.75,655601.37,163020064.0,2195301.02
2025-07-20,117926.0,101498.91,87858.41,17541374.0,161806.26,181087.16,94443.4,846366.72,10156376.75,659583.73,164010306.0,2208636.06
2025-07-19,118026.0,101584.98,87865.63,17556249.0,162119.33,181629.03,94523.48,847084.43,10164989.25,660143.05,164149385.0,2210508.96
2025-07-18,119313.0,102692.7,88823.75,17747689.0,163887.14,183609.58,95554.2,856321.35,10275832.12,667341.5,165939332.0,2234613.19
2025-07-17,118698.0,102011.44,88507.28,17567661.0,162489.25,181912.64,95067.6,852073.61,10194401.53,660744.27,164387239.0,2221879.32
2025-07-16,117752.0,101445.7,87918.36,17516905.0,161513.35,180629.21,94368.8,844623.34,10125859.87,653641.7,163257255.0,2213938.97
2025-07-15,119800.0,102688.96,89216.26,17705482.0,164182.31,183048.42,95584.82,858606.58,10299014.21,669322.59,165564799.0,2246054.63
2025-07-14,119162.0,102003.87,88308.57,17551967.0,163061.28,181150.07,94947.09,854165.12,10226637.36,663958.73,164225499.0,2223276.98
2025-07-13,117492.0,100396.91,86521.11,17187669.0,160450.6,178180.15,93608.23,842981.59,10073153.39,649859.98,161274221.0,2185499.15
2025-07-12,117612.0,100499.45,86609.48,17205224.0,160614.48,178362.13,93703.84,843842.57,10083441.56,650523.71,161438937.0,2187731.3
2025-07-11,116056.0,99169.85,85463.64,16977599.0,158489.56,176002.41,92464.14,832678.58,9950038.21,641917.32,159303110.0,2158787.74
2025-07-10,111327.0,94898.47,81899.93,16266433.0,152339.86,170331.42,88274.52,799327.84,9541670.59,621405.05,152851971.0,2073328.42
2025-07-09,108985.0,92954.39,80222.77,16004338.0,148965.06,167039.13,86737.89,781836.59,9340820.71,593543.23,149342151.0,2028465.98
2025-07-08,108266.0,92246.96,79469.41,15795143.0,147948.73,166407.0,86305.33,776743.57,9299183.09,594131.33,148826776.0,2018438.72
2025-07-07,109234.0,92722.19,80016.09,15784095.0,148594.29,166723.85,86736.17,782650.67,9339102.81,591982.76,148798549.0,2032443.95
2025-07-06,108249.0,91958.61,79197.13,15661683.0,146926.37,164579.72,85960.53,775593.24,9235707.19,585551.3,146904715.0,2018401.14
2025-07-05,108033.0,91775.12,79039.1,15630431.0,146633.2,164251.32,85789.0,774045.62,9217278.27,584382.89,146611582.0,2014373.62
2025-07-04,109628.0,93130.08,80206.04,15861199.0,148798.09,166676.33,87055.59,785473.64,9353362.23,593010.72,148776156.0,2044113.85
2025-07-03,108941.0,92320.96,79810.17,15635866.0,148019.23,165490.85,86226.8,780551.35,9335600.89,591157.46,147587820.0,2044136.29
2025-07-02,105701.0,89535.09,76889.02,15157734.0,144221.61,160564.05,83576.72,757294.84,9052529.54,577000.6,143287215.0,1980614.74
2025-07-01,107165.0,90916.65,78048.27,15410327.0,145802.27,162912.23,84951.84,767687.19,9185540.48,581927.39,144512002.0,2008057.86
2025-06-30,108359.0,92397.72,78980.71,15659717.0,148250.28,165858.62,86497.57,777161.59,9259850.79,593633.97,147757245.0,2037062.52
2025-06-29,107352.0,91814.95,78217.74,15533190.0,146461.41,163988.77,85977.15,769445.46,9196459.06,587977.63,145221493.0,2026678.11
2025-06-28,107100.0,91599.42,78034.13,15496727.0,146117.6,163603.82,85775.32,767639.25,9174871.13,586597.4,144880597.0,2021920.65
2025-06-27,107004.0,91517.31,77964.18,15482837.0,145986.63,163457.17,85698.44,766951.17,9166647.15,586071.6,144750732.0,2020108.28
2025-06-26,107418.0,91937.99,78453.81,15565299.0,147291.56,164672.87,86335.07,770874.56,9238603.63,597018.5,145769452.0,2030049.77
2025-06-25,106163.0,91423.33,77975.66,15389070.0,145725.71,163428.28,85477.14,761326.71,9119911.33,584990.0,143721349.0,2016222.24
2025-06-24,105414.0,90881.63,77822.94,15382854.0,144718.66,162731.17,85657.31,756767.1,9090165.64,579123.45,143567537.0,2010371.42
2025-06-23,100912.0,87742.98,75105.78,14755756.0,138646.02,156532.68,82520.79,725355.48,8736991.17,556872.8,138195954.0,1938529.63
2025-06-22,102335.0,88888.18,75934.62,14860884.0,140152.9,157710.52,83545.27,735584.0,8860553.3,561819.13,140699370.0,1946462.89
2025-06-21,103315.0,89739.41,76661.8,15003198.0,141495.06,159220.82,84345.33,742628.24,8945405.43,567199.33,142046762.0,1965102.98
2025-06-20,104702.0,90944.16,77690.98,15204615.0,143394.62,161358.35,85477.66,752598.0,9065497.16,574813.96,143953734.0,1991484.41
2025-06-19,104926.0,91418.88,78206.59,15209549.0,143706.66,161240.84,85940.69,754292.01,9088018.77,575540.09,143827314.0,1994380.91
2025-06-18,104572.0,91069.66,77864.31,15202260.0,143092.15,161381.57,85421.73,751297.56,9031120.41,574414.0,144361646.0,1988898.85
2025-06-17,106772.0,92432.52,78708.05,15453005.0,144937.65,163987.05,86881.44,766516.18,9193517.88,586263.69,144972889.0,2020483.86
2025-06-16,105567.0,91347.13,77868.97,15211255.0,143402.21,162410.82,85743.2,758076.65,9105069.18,584725.05,144113736.0,2000262.37
2025-06-15,105476.0,90925.59,77398.29,15103530.0,143410.45,161574.78,85330.09,758667.78,9038069.71,584052.27,142370454.0,1991725.38
2025-06-14,106095.0,91459.19,77852.51,15192167.0,144252.07,162523.0,85830.86,763120.12,9091110.83,587479.86,143205974.0,2003414.08
2025-06-13,105632.0,91060.07,77512.76,15125869.0,143622.55,161813.75,85456.29,759789.85,9051437.1,584916.09,142581021.0,1994671.16
2025-06-12,108631.0,94385.13,80067.57,15664916.0,148451.87,166880.68,88903.61,781361.06,9284670.15,601359.49,148356264.0,2052805.53
2025-06-11,110266.0,96407.77,81628.82,15970707.0,150714.88,168933.03,90629.83,791731.94,9444591.81,614413.2,150389593.0,2101533.2
2025-06-10,110245.0,96468.78,81321.12,15934812.0,151023.52,169136.66,90533.2,791581.16,9454169.86,612631.48,149255191.0,2098822.24
2025-06-09,105754.0,92702.9,78115.19,15301651.0,144783.58,162693.01,86851.53,760223.21,9072138.74,588277.75,143739773.0,2019650.72
2025-06-08,105617.0,92211.03,77776.36,15160476.0,144343.59,162225.6,86526.73,757802.0,9070124.18,589828.7,143063513.0,2022687.99
2025-06-07,104414.0,91160.73,76890.47,14987795.0,142699.48,160377.81,85541.17,749170.47,8966813.54,583110.42,141433989.0,1999649.15
2025-06-06,101530.0,88642.8,74766.69,14573820.0,138758.01,155948.05,83178.45,728477.77,8719142.82,567004.44,137527466.0,1944417.2
2025-06-05,104757.0,91714.76,77299.14,14952176.0,143298.15,161395.97,85688.08,754638.01,8999066.04,590001.91,142583702.0,2011266.35
2025-06-04,105415.0,92595.48,77903.79,15162578.0,144576.67,163027.46,86744.95,759378.04,9034993.29,594308.71,145232351.0,2026529.63
2025-06-03,105846.0,92414.14,78076.25,15077974.0,145122.28,162880.06,86363.99,762482.84,9035406.28,600400.85,145651500.0,2031417.57
2025-06-02,105677.0,93080.3,78469.4,15197938.0,145054.36,164012.81,86895.02,761265.41,9037951.41,604556.97,146044556.0,2052511.6
2025-06-01,104710.0,92025.43,77568.75,15055100.0,144559.49,162441.86,86068.48,754299.43,8938181.47,593192.63,143495635.0,2020913.51
2025-05-31,104153.0,91535.91,77156.13,14975015.0,143790.51,161577.76,85610.64,750286.97,8890635.23,590037.17,142732316.0,2010163.35
2025-05-30,105621.0,92826.07,78243.62,15186082.0,145817.19,163855.14,86817.29,760862.0,9015945.61,598353.54,144744078.0,2038495.9
2025-05-29,107836.0,95993.45,80286.06,15711382.0,149364.72,167832.72,89778.86,776818.2,9207674.17,613446.67,148123527.0,2090417.13
2025-05-28,108969.0,96117.2,80638.15,15710824.0,150486.19,169019.64,90145.7,784979.99,9301647.95,614301.86,149810587.0,2097947.55
2025-05-27,109441.0,96097.95,80677.72,15612306.0,150325.97,168864.17,89787.59,788380.14,9319798.91,620158.4,149726229.0,2106253.3
2025-05-26,109003.0,95845.25,80529.24,15572932.0,149739.61,167666.23,89645.16,785224.92,9286979.59,615343.71,148759662.0,2093380.78
2025-05-25,107797.0,95549.11,80330.32,15507461.0,149385.08,168175.17,89296.88,776537.26,9267836.22,616189.2,148904304.0,2082756.64
2025-05-24,107252.0,95066.03,79924.19,15429058.0,148629.82,167324.91,88845.41,772611.24,9220979.9,613073.87,148151474.0,2072226.64
2025-05-23,111660.0,98973.19,83209.03,16063184.0,154738.43,174201.88,92496.91,804365.15,9599957.25,638270.88,154240421.0,2157394.05
2025-05-22,109703.0,96815.09,81751.77,15770355.0,152057.14,170528.93,90512.66,790070.04,9390610.11,619240.53,150716562.0,2124596.09
2025-05-21,106878.0,94683.22,79772.67,15425488.0,148659.82,166321.19,88357.33,771595.03,9141927.54,605709.71,148852195.0,2059466.33
2025-05-20,105599.0,94004.23,79040.85,15309216.0,147383.46,163571.8,88174.11,761263.2,9015208.48,596053.53,146629497.0,2036466.23
2025-05-19,106608.0,95291.56,80123.27,15489930.0,148745.88,166315.1,89065.65,768537.08,9115015.72,603259.89,149051844.0,2073650.33
2025-05-18,103165.0,92171.74,77527.47,15022166.0,143963.66,161049.85,86101.51,743458.58,8814923.16,586111.33,144123570.0,2008766.91
2025-05-17,103476.0,92449.6,77761.18,15067451.0,144397.66,161535.35,86361.07,745699.8,8841496.53,587878.22,144558044.0,2014822.51
2025-05-16,103792.0,92731.93,77998.65,15113465.0,144838.62,162028.65,86624.8,747977.05,8868497.11,589673.51,144999502.0,2020975.48
2025-05-15,103530.0,92586.88,78056.44,15182674.0,144724.59,161040.92,87092.75,746006.11,8850531.46,583546.83,145700870.0,2006728.25
2025-05-14,104067.0,93036.94,78219.88,15352796.0,144986.15,160780.4,87356.96,749875.57,8851970.52,582824.02,147358872.0,2018181.81
2025-05-13,102793.0,92643.22,78004.47,15245230.0,143645.0,161325.39,86846.72,740294.61,8733879.02,582815.73,145557975.0,2015503.56
2025-05-12,104119.0,92717.97,78349.55,15181799.0,144975.3,162155.97,86807.13,753436.32,8892627.03,588084.94,145263710.0,2024244.2
2025-05-11,104704.0,93283.93,79109.11,15288354.0,145795.08,163789.51,87092.79,756507.36,9013150.57,592792.18,146988708.0,2043685.93
2025-05-10,102992.0,91758.66,77815.61,15038377.0,143411.21,161111.41,85668.74,744137.82,8865777.85,583099.52,144585317.0,2010269.91
2025-05-09,103162.0,91910.12,77944.05,15063199.0,143647.92,161377.34,85810.15,745366.1,8880411.82,584061.99,144823971.0,2013588.09
2025-05-08,97110.0,85890.88,73047.12,13969080.0,134343.92,150913.79,80013.78,701639.19,8236598.26,557858.09,135690836.0,1903655.17
2025-05-07,96877.0,85408.7,72534.72,13856802.0,133393.82,148888.33,79984.56,699093.5,8214510.61,553438.93,133183595.0,1903111.94
2025-05-06,94748.0,83748.7,71278.92,13610930.0,130959.74,146636.74,77863.05,688817.96,7979752.58,538765.53,130218808.0,1863996.41
2025-05-05,94263.0,83247.43,71024.34,13632691.0,130293.15,146244.33,77682.14,685348.55,7967702.48,534179.01,131864513.0,1848505.94
2025-05-04,95848.0,84847.53,72140.0,13940900.0,132715.93,150072.09,79456.08,696872.45,8118009.4,544138.7,137551462.0,1878706.03
2025-05-03,96926.0,85801.8,72951.36,14097693.0,134208.59,151759.94,80349.72,704710.16,8209312.45,550258.61,139098500.0,1899835.79
2025-05-02,96589.0,85503.48,72697.71,14048677.0,133741.96,151232.29,80070.35,702259.97,8180769.66,548345.43,138614872.0,1893230.29
2025-05-01,94141.0,83127.45,70655.65,13463011.0,129816.67,146795.0,77756.7,684461.54,7957851.38,534052.5,134033249.0,1844128.12
2025-04-30,94261.0,82763.04,70287.41,13413246.0,130332.8,147584.45,77616.39,685183.21,8028284.71,529746.81,134902576.0,1841878.72
2025-04-29,95011.0,83276.19,70712.89,13508473.0,131401.17,147789.61,78022.08,693010.25,8091165.38,537087.7,136424395.0,1859659.72
2025-04-28,93783.0,82678.16,70566.08,13489841.0,130084.52,146901.7,77689.84,683340.44,8007652.35,533128.22,134799932.0,1832065.92
2025-04-27,94714.0,83287.7,71073.39,13532641.0,131254.66,147910.12,78493.28,690086.18,8075060.04,537852.39,135446708.0,1856394.44
2025-04-26,94713.0,83286.83,71072.64,13532499.0,131253.28,147908.56,78492.45,690078.9,8074974.78,537846.71,135445278.0,1856374.84
2025-04-25,93972.0,82635.22,70516.59,13426625.0,130226.4,146751.38,77878.36,684679.97,8011799.12,533638.79,134385604.0,1841851.24
2025-04-24,93747.0,82761.73,70674.92,13426727.0,130065.53,147278.41,77791.26,683040.62,8015359.2,534676.65,133725404.0,1839728.55
2025-04-23,93664.0,82514.24,70566.46,13364729.0,129697.47,146896.24,77373.02,684852.44,7983207.42,535748.73,133866459.0,1837237.2
2025-04-22,87529.0,76027.69,65419.17,12330736.0,121090.24,136295.78,70815.34,638874.15,7453873.13,508289.64,124434729.0,1724610.19
2025-04-21,85223.0,74778.07,64397.06,12095529.0,118116.52,133725.12,69350.22,623142.07,7296835.76,499866.97,120524922.0,1697241.64
2025-04-20,85071.0,74644.7,64282.2,12073956.0,117905.85,133486.61,69226.53,622030.66,7283821.44,498975.43,120309959.0,1694214.52
2025-04-19,84466.0,74113.84,63825.04,11988090.0,117067.34,132537.29,68734.21,617606.96,7232021.04,495426.86,119454350.0,1682165.76
2025-04-18,84985.0,74569.24,64217.22,12061751.0,117786.66,133351.67,69156.55,621401.83,7276458.08,498471.01,120188335.0,1692501.8
2025-04-17,83988.0,73694.43,63463.85,11920248.0,116404.85,131787.25,68345.24,614111.87,7191094.44,492623.2,118778348.0,1672646.25
2025-04-16,83618.0,74046.25,63198.49,11972509.0,116705.64,131933.32,68631.15,611406.47,7168295.19,492058.5,119324560.0,1682848.13
