Date,BTC_USD,BTC_EUR,BTC_GBP,BTC_JPY,BTC_CAD,BTC_AUD,BTC_CHF,BTC_CNY,BTC_INR,BTC_BRL,BTC_KRW,BTC_MXN
2024-01-07,44030.0,40219.64,34712.81,6374003.0,58802.07,65651.81,37425.5,313053.31,3665083.64,215553.26,57734338.0,748888.67
2024-01-06,43603.0,39829.6,34376.17,6312188.0,58231.81,65015.13,37062.55,310017.34,3629539.91,213462.84,57174434.0,741626.0
2024-01-05,44128.0,40309.16,34790.07,6388190.0,58932.94,65797.94,37508.8,313750.09,3673241.22,216033.03,57862840.0,750555.51
2024-01-04,42332.0,38738.01,33399.95,6053433.0,56503.48,62844.39,35935.64,300510.63,3527021.81,208239.57,55435025.0,720158.33
2024-01-03,45197.0,41306.89,35805.06,6424979.0,60211.45,66803.16,38422.87,320428.66,3762966.8,222482.24,59100501.0,769225.81
2024-01-02,43147.0,39086.87,33897.15,6089164.0,57135.26,63353.6,36325.03,304988.89,3589942.52,209366.5,55812372.0,731881.38
2024-01-01,42651.0,38577.83,33504.32,6011744.0,56466.51,62533.61,35859.21,301482.87,3550635.88,206878.68,55170349.0,723507.68
2023-12-31,42386.0,38295.33,33285.73,5994652.0,56074.98,62092.18,35746.66,301237.3,3488452.65,205580.58,54162525.0,718493.58
2023-12-30,42064.0,38004.4,33032.86,5949111.0,55648.99,61620.48,35475.1,298948.84,3461951.41,204018.82,53751060.0,713035.3
2023-12-29,42504.0,38401.94,33378.39,6011340.0,56231.09,62265.04,35846.17,302075.92,3498164.29,206152.91,54313310.0,720493.83
2023-12-28,43184.0,38874.24,33735.34,6106175.0,57011.52,62999.11,36375.18,308342.4,3595810.62,208410.3,55912916.0,730396.94
2023-12-27,42115.0,38137.24,33090.6,5999745.0,55571.58,61717.81,35948.52,300802.17,3503243.63,202720.55,54493443.0,714843.18
2023-12-26,43450.0,39427.4,34199.5,6179893.0,57571.25,63840.65,37181.9,310037.47,3613836.53,211590.37,56249499.0,737572.47
2023-12-25,43699.0,39630.62,34471.08,6220203.0,57930.89,64180.29,37365.7,309533.13,3634227.38,212807.31,56693334.0,741937.82
2023-12-24,43828.0,39821.24,34551.06,6226644.0,58220.68,64483.26,37528.6,312866.19,3643491.74,213959.54,56613064.0,746446.46
2023-12-23,43943.0,39925.73,34641.72,6242982.0,58373.44,64652.46,37627.07,313687.11,3653051.87,214520.95,56761611.0,748405.06
2023-12-22,43658.0,39666.79,34417.04,6202492.0,57994.85,64233.14,37383.04,311652.64,3629359.37,213129.63,56393473.0,743551.15
2023-12-21,44261.0,40436.85,35013.11,6352471.0,59124.73,65670.93,38173.34,315762.4,3685489.39,217525.11,57405631.0,758331.2
2023-12-20,42170.0,38402.53,33119.47,6067799.0,56230.32,62354.0,36278.85,298040.68,3503972.71,205220.3,54726540.0,719411.73
2023-12-19,41639.0,38117.59,32911.47,5942801.0,55787.1,62113.31,36105.59,296969.35,3460667.19,203860.37,54252705.0,714637.69
2023-12-18,42095.0,38636.05,33218.01,5990666.0,56329.85,62838.57,36648.41,297632.69,3495640.46,207092.97,53733003.0,724926.45
2023-12-17,42440.0,38604.27,33230.52,6038321.0,56899.31,63317.93,36801.0,299923.48,3535107.72,208575.62,54829087.0,729559.73
2023-12-16,42088.0,38284.09,32954.9,5988239.0,56427.38,62792.77,36495.77,297435.89,3505787.32,206845.68,54374331.0,723508.72
2023-12-15,42892.0,39015.42,33584.44,6102631.0,57505.31,63992.29,37192.94,303117.76,3572757.78,210797.02,55413035.0,737329.78
2023-12-14,42243.0,38804.42,33465.33,6031160.0,57062.27,63380.34,36792.39,302954.12,3518220.98,207767.96,54578379.0,729209.67
2023-12-13,41260.0,38208.41,32822.33,5994253.0,56051.71,62852.27,36107.86,296081.76,3440919.11,204835.27,54056377.0,713953.16
2023-12-12,40972.0,38054.79,32635.02,5985395.0,55631.78,62409.74,35977.51,293941.32,3414749.81,202266.47,53821638.0,711679.53
2023-12-11,43836.0,40717.95,34915.81,6355475.0,59532.8,66622.09,38559.02,312401.63,3657241.84,214502.1,57710533.0,760427.45
2023-12-10,43967.0,40739.82,34923.43,6343471.0,59788.96,66672.44,38490.47,314311.29,3664864.74,215882.37,57718119.0,768193.61
2023-12-09,43815.0,40598.98,34802.69,6321541.0,59582.26,66441.94,38357.4,313224.67,3652194.79,215136.03,57518580.0,765537.86
2023-12-08,43309.0,40130.12,34400.77,6248536.0,58894.17,65674.63,37914.43,309607.37,3610017.21,212651.52,56854323.0,756697.0
2023-12-07,43951.0,40821.25,34996.42,6468884.0,59737.32,67086.41,38441.3,314012.31,3660661.06,215412.63,57739306.0,759801.17
2023-12-06,43715.0,40500.64,34709.71,6434192.0,59413.06,66692.61,38247.83,312369.9,3642154.69,215414.41,57413969.0,758818.05
2023-12-05,41743.0,38516.27,33040.0,6149871.0,56515.85,63083.52,36421.19,297844.65,3482079.96,206339.82,54591497.0,728586.48
2023-12-04,39560.0,36333.09,31117.5,5791307.0,53361.3,59196.0,34332.15,279364.81,3292127.71,193929.42,51395954.0,679987.38
2023-12-03,38915.0,35727.86,30807.45,5759381.0,52755.12,58901.43,34037.39,275339.19,3243670.29,191582.44,50459525.0,676198.75
2023-12-02,38716.0,35545.16,30649.91,5729929.0,52485.34,58600.23,33863.34,273931.18,3227083.11,190602.74,50201490.0,672740.86
2023-12-01,37759.0,34666.54,29892.29,5588294.0,51187.99,57151.72,33026.29,267160.02,3147314.57,185891.33,48960586.0,656111.74
2023-11-30,37854.0,34495.22,29814.76,5566014.0,51444.34,57189.82,33058.65,267964.68,3154385.15,185639.8,48769579.0,654223.14
2023-11-29,38022.0,34546.79,29909.63,5591630.0,51569.24,57098.66,33341.49,268579.8,3171722.94,185159.54,48954467.0,650974.67
2023-11-28,36979.0,33744.82,29268.51,5489606.0,50317.33,55922.86,32541.52,263671.37,3082735.92,181030.7,48166258.0,634507.86
2023-11-27,37264.0,34060.79,29573.83,5573614.0,50792.69,56621.05,32876.16,263899.93,3104631.49,182627.13,48062736.0,637730.85
2023-11-26,37840.0,34695.5,30191.02,5662188.0,51821.88,57682.05,33468.34,268126.68,3153737.03,185510.61,49198813.0,650337.18
2023-11-25,37733.0,34597.39,30105.65,5646177.0,51675.35,57518.94,33373.71,267368.5,3144819.22,184986.04,49059694.0,648498.23
2023-11-24,37272.0,34174.7,29737.84,5577196.0,51044.01,56816.21,32965.97,264101.94,3106397.63,182725.99,48460311.0,640575.25
2023-11-23,37262.0,34213.97,29833.45,5569179.0,51021.0,56951.24,32940.73,266579.8,3113176.82,182788.74,48395514.0,640727.19
2023-11-22,36924.0,33818.69,29435.07,5470364.0,50589.57,56294.33,32610.54,261676.7,3077456.74,180901.76,47823593.0,634708.79
2023-11-21,37549.0,34304.02,30017.42,5570845.0,51532.63,57204.44,33206.83,269132.46,3128665.17,182180.24,48368745.0,642491.2
2023-11-20,36863.0,33797.47,29598.04,5527312.0,50572.35,56593.92,32658.04,265771.18,3070374.43,177649.33,47719154.0,634769.09
2023-11-19,36739.0,33849.11,29592.53,5536751.0,50523.84,56776.45,32641.87,266027.11,3053756.71,178632.36,47483319.0,632858.65
2023-11-18,36492.0,33621.54,29393.58,5499527.0,50184.17,56394.74,32422.41,264238.58,3033226.0,177431.39,47164084.0,628603.88
2023-11-17,36258.0,33405.95,29205.09,5464262.0,49862.37,56033.11,32214.51,262544.18,3013775.85,176293.64,46861650.0,624573.04
2023-11-16,37353.0,34412.2,30069.17,5648334.0,51111.6,57364.64,33135.1,270652.37,3107254.24,181569.19,48628376.0,646063.81
2023-11-15,35229.0,32384.61,28195.53,5301436.0,48261.62,54199.81,31322.1,255484.23,2923358.71,171371.47,45947071.0,610606.66
2023-11-14,36767.0,34355.82,29939.0,5575568.0,50743.97,57619.48,33134.42,267994.66,3058926.21,180386.25,48498245.0,647102.86
2023-11-13,37161.0,34761.89,30389.52,5628739.0,51278.09,58387.03,33518.48,266882.87,3095470.3,181842.86,49038399.0,656129.51
2023-11-12,37122.0,34798.91,30385.47,5618378.0,51254.35,58352.33,33526.74,270333.54,3092982.65,183156.23,48822853.0,660376.62
2023-11-11,37262.0,34930.14,30500.07,5639566.0,51447.64,58572.4,33653.18,271353.06,3104647.37,183846.98,49006981.0,662867.13
2023-11-10,36367.0,34091.15,29767.48,5504109.0,50211.92,57165.54,32844.86,264835.4,3030076.51,179431.14,47829877.0,646945.66
2023-11-09,35613.0,33250.79,28988.98,5372720.0,49121.72,55595.81,32018.94,259237.72,2963631.85,174834.9,46586077.0,624124.94
2023-11-08,35431.0,33125.15,28824.89,5328681.0,48783.17,55101.8,31886.84,257870.36,2949017.67,172602.12,46221513.0,618986.64
2023-11-07,34963.0,32609.99,28320.38,5244065.0,47889.87,53876.93,31438.73,254132.06,2909718.8,170762.79,45350856.0,613086.67
2023-11-06,35050.0,32658.89,28326.01,5238188.0,47880.4,53783.52,31517.31,255812.43,2914705.45,171716.96,45839791.0,612398.15
2023-11-05,34750.0,32724.07,28502.64,5229771.0,47770.82,54061.2,31486.97,254164.97,2892843.65,172113.27,46345382.0,609063.26
2023-11-04,34514.0,32501.83,28309.07,5194253.0,47446.39,53694.05,31273.13,252438.84,2873197.28,170944.39,46030633.0,604926.89
2023-11-03,35030.0,32987.75,28732.31,5271910.0,48155.74,54496.8,31740.68,256212.92,2916152.89,173500.08,46718812.0,613970.82
2023-11-02,34563.0,32646.48,28371.73,5204324.0,47815.84,53814.66,31298.52,252859.45,2944560.23,171214.74,46585393.0,613920.11
2023-11-01,34522.0,32632.27,28408.15,5222972.0,47904.8,54451.55,31408.12,252545.68,2874895.46,173787.2,46610225.0,623008.16
2023-10-31,34445.0,32449.26,28313.1,5136128.0,47632.61,54065.29,31071.46,251865.28,2869147.98,173812.92,46434269.0,621666.79
2023-10-30,34587.0,32745.24,28551.92,5178815.0,47949.34,54563.07,31211.31,247597.96,2885019.22,171275.87,46872993.0,626214.57
2023-10-29,34128.0,32304.54,28118.74,5131691.0,47144.42,53863.64,30675.27,249642.9,2842265.2,170138.32,46084402.0,618952.23
2023-10-28,33708.0,31906.98,27772.7,5068537.0,46564.23,53200.76,30297.76,246570.65,2807286.55,168044.49,45517260.0,611335.03
2023-10-27,34064.0,32243.96,28066.01,5122067.0,47056.01,53762.63,30617.75,249174.75,2836935.12,169819.26,45997981.0,617791.52
2023-10-26,34757.0,32891.24,28716.58,5216956.0,47974.74,55196.13,31166.6,254271.79,2890774.36,173600.79,47015101.0,637005.45
2023-10-25,33808.0,31908.33,27798.29,5066264.0,46457.6,53148.88,30192.57,247102.67,2805651.56,168735.73,45425782.0,617302.62
2023-10-24,31386.0,29415.59,25620.71,4700650.0,42962.73,49530.5,27952.37,229560.34,2605960.86,157316.05,41882732.0,569100.35
2023-10-23,29860.0,28196.5,24547.91,4475417.0,40917.16,47243.9,26670.95,218437.85,2483151.56,150234.62,40291291.0,543484.83
2023-10-22,30164.0,28492.91,24852.42,4518628.0,41370.83,47675.05,26899.95,220535.04,2507301.03,152717.32,40909321.0,552257.6
2023-10-21,29555.0,27917.65,24350.66,4427398.0,40535.57,46712.51,26356.85,216082.52,2456679.55,149634.01,40083377.0,541107.73
2023-10-20,28765.0,27171.42,23699.77,4309055.0,39452.06,45463.89,25652.34,210306.67,2391012.94,145634.32,39011955.0,526644.01
2023-10-19,28236.0,26793.14,23252.06,4228115.0,38722.28,44589.73,25372.02,206503.98,2351172.2,142764.04,38247358.0,514889.13
2023-10-18,28527.0,26980.84,23423.52,4272175.0,38947.91,44834.75,25677.44,208580.86,2375280.61,143701.9,38596745.0,513537.36
2023-10-17,28490.0,26993.71,23330.46,4261477.0,38787.42,44952.52,25654.39,208241.96,2370353.78,143521.23,38397683.0,510170.69
2023-10-16,27033.0,25692.97,22242.48,4043218.0,36884.63,42821.16,24397.01,193775.24,2251370.49,136467.99,36550507.0,487945.63
2023-10-15,26862.0,25493.65,22048.33,4023659.0,36757.42,42524.7,24385.86,196132.89,2236594.53,135542.96,36219108.0,482727.59
2023-10-14,26771.0,25407.29,21973.64,4010028.0,36632.9,42380.64,24303.25,195468.45,2229017.65,135083.79,36096409.0,481092.26
2023-10-13,26709.0,25348.44,21922.75,4000741.0,36548.06,42282.49,24246.96,195015.76,2223855.38,134770.94,36012812.0,479978.08
2023-10-12,26762.0,25189.47,21728.87,3988501.0,36381.6,41697.71,24112.29,195327.81,2227080.18,135137.4,35814514.0,477358.33
2023-10-11,27399.0,25836.43,22291.28,4072259.0,37217.71,42588.18,24783.77,199875.71,2280974.9,138392.35,36766445.0,491374.5
2023-10-10,27618.0,26106.74,22544.57,4096495.0,37506.62,43012.66,24989.87,201346.27,2299759.2,141823.95,37198408.0,502859.7
2023-10-09,27911.0,26412.18,22838.73,4163205.0,38129.5,43802.57,25362.73,203764.25,2320090.8,143621.63,37494521.0,508761.73
2023-10-08,27882.0,26436.88,22877.18,4139445.0,38214.23,43763.59,25444.84,200686.27,2320476.64,144010.53,37530847.0,509631.07
2023-10-07,27968.0,26518.42,22947.74,4152213.0,38332.1,43898.57,25523.32,201305.27,2327633.98,144454.72,37646608.0,511202.99
2023-10-06,27499.0,26073.73,22562.93,4082584.0,37689.3,43162.43,25095.31,197929.55,2288601.51,142032.33,37015306.0,502630.55
2023-10-05,27611.0,26278.49,22748.7,4113100.0,37949.11,43625.46,25308.52,198807.49,2304132.39,142323.66,37306880.0,496393.31
2023-10-04,27315.0,26083.09,22614.64,4075180.0,37446.41,43295.97,25156.3,196512.31,2273421.91,141117.48,37127093.0,491926.74
2023-10-03,27960.0,26677.47,23124.32,4189834.0,38238.93,43943.61,25664.48,200750.01,2330728.76,141519.54,37863151.0,493843.51
2023-10-02,27108.0,25657.72,22232.36,4053730.0,36795.59,42111.47,24816.83,194190.87,2250907.3,136700.22,36648388.0,471554.48
2023-10-01,27029.0,25589.71,22146.21,4036430.0,36464.82,42049.01,24725.05,197309.0,2248623.62,136031.56,36431037.0,474060.02
2023-09-30,26920.0,25486.51,22056.9,4020152.0,36317.77,41879.44,24625.34,196513.31,2239555.58,135482.98,36284121.0,472148.28
2023-09-29,27118.0,25673.97,22219.13,4049721.0,36584.89,42187.47,24806.46,197958.69,2256027.8,136479.48,36550996.0,475620.99
2023-09-28,26236.0,24974.05,21619.51,3922230.0,35421.22,41332.17,24158.63,191735.32,2183430.81,132287.16,35492584.0,464034.84
2023-09-27,26249.0,24834.7,21609.75,3912282.0,35487.6,41053.44,24037.78,191898.56,2186507.53,130882.76,35534584.0,460538.96
2023-09-26,26348.0,24876.2,21573.48,3920872.0,35439.11,41027.71,24031.48,192601.24,2187629.58,130904.76,35265479.0,458044.16
2023-09-25,26441.0,24830.74,21598.86,3924744.0,35634.54,41051.08,23984.63,192953.2,2193936.69,130457.25,35289746.0,454087.14
2023-09-24,26613.0,24961.66,21646.75,3929250.0,35867.67,41520.54,24070.66,194447.88,2205986.07,131332.49,35692558.0,458038.99
2023-09-23,26541.0,24894.13,21588.18,3918619.0,35770.63,41408.21,24005.54,193921.82,2200017.9,130977.18,35595994.0,456799.8
2023-09-22,26588.0,24938.22,21626.41,3925559.0,35833.98,41481.54,24048.05,194265.22,2203913.79,131209.12,35659029.0,457608.72
2023-09-21,26933.0,25282.01,21845.36,3994729.0,36296.8,41846.77,24218.15,196233.83,2237782.12,131400.72,35883912.0,460343.13
2023-09-20,27182.0,25446.43,21932.34,4015923.0,36539.95,42038.35,24390.68,198309.0,2261406.48,132262.17,36112103.0,463857.01
2023-09-19,26840.0,25101.3,21673.57,3961718.0,36199.11,41679.59,24082.19,195679.7,2234561.46,130273.31,35688075.0,459412.21
2023-09-18,26512.0,24851.29,21384.84,3920276.0,35849.26,41164.49,23778.08,192845.64,2202770.73,129033.91,35219072.0,451960.66
2023-09-17,26535.0,24945.55,21395.97,3913435.0,35861.52,41252.11,23785.97,193066.0,2203155.87,129177.68,35213539.0,453917.25
2023-09-16,26407.0,24825.22,21292.76,3894557.0,35688.53,41053.12,23671.23,192134.69,2192528.25,128554.55,35043675.0,451727.63
2023-09-15,26689.0,25090.33,21520.14,3936147.0,36069.65,41491.52,23924.02,194186.49,2215942.23,129927.39,35417906.0,456551.63
2023-09-14,26154.0,24365.07,20940.72,3853687.0,35445.21,40728.06,23360.75,190108.19,2169129.02,128557.37,34778805.0,448033.71
2023-09-13,26062.0,24236.36,20863.41,3835232.0,35316.62,40543.35,23231.41,190015.44,2159054.33,128918.29,34508694.0,448615.63
2023-09-12,24997.0,23252.21,19983.6,3666510.0,33942.68,38863.49,22277.58,182178.14,2073333.63,123220.21,33007037.0,431973.92
2023-09-11,25777.0,24049.94,20638.12,3792132.0,35126.32,40289.19,22993.08,186429.57,2140297.91,128446.79,34420542.0,452209.53
2023-09-10,25866.0,24178.76,20734.19,3810863.0,35393.74,40558.85,23089.8,189540.87,2153124.66,128711.8,34505762.0,454654.42
2023-09-09,25877.0,24189.04,20743.0,3812484.0,35408.79,40576.09,23099.62,189621.48,2154040.32,128766.54,34520436.0,454847.77
2023-09-08,25882.0,24193.72,20747.01,3813221.0,35415.64,40583.93,23104.08,189658.11,2154456.53,128791.42,34527106.0,454935.66
2023-09-07,25670.0,23936.51,20538.05,3791690.0,35011.31,40216.19,22881.21,187799.15,2137217.47,127759.6,34229917.0,451250.35
2023-09-06,25684.0,23945.19,20431.88,3787645.0,35030.15,40286.12,22843.09,187580.53,2133983.33,127564.72,34204153.0,446454.72
2023-09-05,25896.0,23990.05,20514.81,3794878.0,35215.19,40098.48,22912.0,188313.13,2142495.1,127827.84,34129632.0,444791.79
2023-09-04,26004.0,24131.71,20652.12,3798066.0,35351.14,40298.4,23021.08,185671.16,2150452.75,129403.7,34259229.0,443973.33
2023-09-03,25825.0,23814.78,20378.25,3756840.0,34888.8,39801.75,22808.64,187409.44,2135273.07,127931.89,34208828.0,438979.04
2023-09-02,25631.0,23635.88,20225.17,3728619.0,34626.71,39502.75,22637.3,186001.6,2119232.69,126970.85,33951848.0,435681.39
2023-09-01,26128.0,24094.2,20617.34,3800919.0,35298.14,40268.74,23076.25,189608.28,2160325.84,129432.89,34610194.0,444129.5
2023-08-31,27192.0,24872.52,21391.16,3972724.0,36805.19,41970.85,23877.57,198055.65,2248789.31,132925.37,35975833.0,455659.87
2023-08-30,27855.0,25627.44,22042.78,4066496.0,37768.32,43008.68,24483.43,202767.68,2297889.8,135132.95,36798403.0,467593.51
2023-08-29,25976.0,23995.07,20597.67,3804549.0,35330.22,40409.56,22949.8,189341.67,2147994.35,126570.66,34361571.0,436033.12
2023-08-28,26113.0,24184.56,20741.56,3826364.0,35498.01,40695.28,23102.95,190337.66,2158612.84,127180.75,34563428.0,436578.01
2023-08-27,26025.0,24099.15,20666.45,3801394.0,35359.65,40575.58,23034.73,189370.92,2150742.52,127009.81,34525285.0,438016.63
2023-08-26,25949.0,24028.77,20606.1,3790293.0,35256.39,40457.09,22967.46,188817.9,2144461.77,126638.91,34424462.0,436737.51
2023-08-25,26041.0,24113.97,20679.16,3803731.0,35381.39,40600.52,23048.89,189487.34,2152064.78,127087.89,34546511.0,438285.92
2023-08-24,26552.0,24436.34,20873.32,3841358.0,35908.13,40971.59,23296.99,190391.11,2191726.89,128912.62,35255215.0,445518.67
2023-08-23,25806.0,23791.58,20269.32,3761560.0,34967.39,40146.24,22704.12,188187.67,2143789.66,127406.8,34572039.0,436287.86
2023-08-22,26124.0,23970.6,20472.07,3820322.0,35379.73,40729.14,22948.94,188040.55,2171257.14,130063.56,34999368.0,444442.39
2023-08-21,26137.0,24032.71,20512.58,3797837.0,35393.68,40745.49,23059.89,190295.66,2173743.65,129819.86,35001887.0,445011.18
2023-08-20,26136.0,24033.88,20498.47,3808381.0,35401.73,40793.59,22953.68,190280.53,2171857.09,130039.67,34998194.0,446870.18
2023-08-19,26057.0,23961.24,20436.51,3796870.0,35294.73,40670.29,22884.3,189705.38,2165292.33,129646.61,34892406.0,445519.44
2023-08-18,27874.0,25632.09,21861.58,4061632.0,37755.89,43506.3,24480.06,202933.86,2316281.93,138687.09,37325515.0,476586.29
2023-08-17,29068.0,26729.48,22837.57,4253607.0,39348.19,45314.69,25583.91,212109.19,2419533.1,144959.2,39047915.0,498344.43
2023-08-16,29130.0,26714.54,22934.63,4241561.0,39296.66,45107.52,25594.2,212110.09,2423447.01,145160.62,38997496.0,498958.15
2023-08-15,29321.0,26875.63,23114.33,4264358.0,39462.55,45189.88,25743.25,212791.29,2440486.48,145493.73,39135911.0,499785.23
2023-08-14,29421.0,26882.26,23175.22,4260661.0,39541.23,45295.1,25791.04,211604.65,2438921.48,144486.52,39118455.0,499980.18
2023-08-13,29400.0,26771.93,23204.24,4258708.0,39527.71,45143.96,25777.63,212112.19,2434316.95,143810.1,38758901.0,501790.36
2023-08-12,29363.0,26738.24,23175.04,4253348.0,39477.97,45087.15,25745.18,211845.24,2431253.35,143629.11,38710122.0,501158.86
2023-08-11,29400.0,26771.93,23204.24,4258708.0,39527.71,45143.96,25777.63,212112.19,2434316.95,143810.1,38758901.0,501790.36
2023-08-10,29393.0,26775.26,23107.6,4224568.0,39441.88,44965.41,25768.84,211882.38,2435689.23,144075.67,38611821.0,501423.71
2023-08-09,29908.0,27291.05,23472.69,4285158.0,40151.49,45789.69,26187.44,215807.16,2477728.3,146507.33,39378968.0,511618.2
2023-08-08,29136.0,26479.67,22794.55,4152579.0,38958.33,44329.55,25426.99,209554.85,2410954.43,142737.27,38102604.0,497197.08
2023-08-07,29053.0,26405.4,22790.33,4121924.0,38852.58,44195.71,25396.68,207182.75,2402546.47,141935.52,37857513.0,496254.27
2023-08-06,29037.0,26513.98,22834.41,4140618.0,38766.14,44255.58,25384.73,207986.22,2403807.77,142757.51,37643568.0,502868.55
2023-08-05,28978.0,26460.1,22788.01,4132205.0,38687.37,44165.66,25333.15,207563.61,2398923.5,142467.44,37567080.0,501846.78
2023-08-04,29255.0,26713.03,23005.84,4171705.0,39057.18,44587.84,25575.31,209547.71,2421854.75,143829.28,37926183.0,506643.92
2023-08-03,29127.0,26614.21,22897.9,4175181.0,38865.32,44502.68,25553.41,209434.78,2409772.81,140112.52,37730242.0,495182.28
2023-08-02,29253.0,26574.6,22861.51,4182301.0,38814.34,44204.79,25519.73,209934.15,2407735.35,140180.37,37708581.0,493601.36
2023-08-01,29169.0,26523.08,22727.9,4151420.0,38479.75,43426.81,25425.16,206974.47,2398663.11,137814.77,37275942.0,488233.64
2023-07-31,29170.0,26459.82,22693.39,4105911.0,38653.17,43793.5,25372.65,207188.67,2399314.18,137778.66,37115617.0,486581.87
2023-07-30,29345.0,26728.89,22936.93,4074964.0,38814.63,43721.12,25496.4,210494.62,2417291.46,139142.25,37675459.0,494378.13
2023-07-29,29315.0,26701.57,22913.48,4070798.0,38774.95,43676.42,25470.34,210279.43,2414820.22,139000.01,37636942.0,493872.72
2023-07-28,29150.0,26551.28,22784.51,4047886.0,38556.71,43430.58,25326.98,209095.86,2401228.36,138217.64,37425102.0,491092.94
2023-07-27,29407.0,26544.52,22748.08,4127772.0,38830.77,43501.48,25335.31,210260.05,2410653.59,139277.43,37498925.0,495873.78
2023-07-26,29191.0,26416.1,22639.37,4113391.0,38494.46,43006.37,25236.5,208289.46,2392205.48,138625.14,37192837.0,494107.32
2023-07-25,29130.0,26330.61,22735.38,4122536.0,38377.61,43264.46,25339.89,209307.79,2383247.69,137653.82,37301840.0,490144.28
2023-07-24,30108.0,27062.58,23424.02,4267809.0,39814.82,44764.94,26080.75,216112.21,2468564.04,143837.96,38708351.0,511062.24
2023-07-23,29832.0,26786.15,23175.29,4172423.0,39301.27,44011.75,25842.27,214089.34,2448682.08,143101.11,38137230.0,503143.53
2023-07-22,29872.0,26822.07,23206.36,4178017.0,39353.97,44070.76,25876.92,214376.4,2451965.38,143292.99,38188366.0,503818.17
2023-07-21,29759.0,26720.61,23118.58,4162213.0,39205.1,43904.05,25779.03,213565.46,2442690.07,142750.94,38043906.0,501912.32
2023-07-20,30055.0,26822.28,23226.8,4195618.0,39561.4,44394.39,25785.69,217174.43,2466364.36,143960.44,38022279.0,502275.26
2023-07-19,29750.0,26494.16,22823.01,4136053.0,39169.44,43654.85,25515.09,213584.17,2441743.19,143076.67,37631963.0,498376.45
2023-07-18,29911.0,26616.9,22882.21,4149523.0,39487.01,43918.95,25733.93,214479.81,2454544.51,143746.28,37850873.0,499923.46
2023-07-17,30259.0,26950.18,23115.76,4196379.0,40017.53,44252.58,26080.23,216058.33,2483561.82,144883.11,38378699.0,506496.35
2023-07-16,30327.0,27021.05,23100.08,4187400.0,39766.28,44024.8,26054.53,216838.05,2487748.07,145411.89,38419152.0,510907.75
2023-07-15,30139.0,26853.55,22956.88,4161442.0,39519.76,43751.88,25893.02,215493.85,2472326.28,144510.47,38180988.0,507740.58
2023-07-14,31644.0,28194.49,24103.23,4369245.0,41493.19,45936.65,27185.99,226254.6,2595782.63,151726.65,40087567.0,533094.76
2023-07-13,30253.0,27146.02,23278.17,4184444.0,39881.92,44536.95,26217.55,216771.82,2480800.47,145725.67,38563498.0,511167.67
2023-07-12,30597.0,27779.93,23654.85,4287190.0,40472.79,45709.47,26887.42,220579.89,2521189.81,148441.35,39516332.0,521033.26
2023-07-11,30899.0,28074.83,24018.41,4365936.0,41015.33,46262.91,27349.63,223418.31,2549949.22,151349.48,40154488.0,526667.27
2023-07-10,30248.0,27574.08,23559.56,4301538.0,40163.3,45224.69,26887.45,218127.4,2498947.69,147334.99,39242848.0,518688.17
2023-07-09,30123.0,27659.54,23639.33,4336236.0,40260.59,45445.36,26968.52,218367.65,2493232.58,148166.01,39437633.0,519067.77
2023-07-08,30230.0,27757.79,23723.29,4351639.0,40403.6,45606.79,27064.31,219143.31,2502088.8,148692.31,39577720.0,520911.55
2023-07-07,30307.0,27828.49,23783.72,4362723.0,40506.52,45722.96,27133.25,219701.5,2508461.96,149071.05,39678530.0,522238.38
2023-07-06,30436.0,28034.6,23956.78,4397667.0,40436.97,45720.96,27347.35,220551.43,2507746.72,147529.38,39657194.0,517597.07
2023-07-05,30691.0,28195.82,24132.64,4431965.0,40584.24,45857.42,27518.78,221389.53,2516880.0,148541.37,39760190.0,522836.52
2023-07-04,31242.0,28627.98,24613.7,4517093.0,41389.4,46810.83,27986.58,226185.83,2560285.14,150164.67,40805175.0,532582.4
2023-07-03,30563.0,28020.16,24078.14,4413236.0,40495.98,45901.96,27353.88,221349.48,2509109.16,146219.51,40199515.0,523263.3
2023-07-02,30616.0,28170.7,24270.22,4432584.0,40566.2,46249.76,27528.07,222021.11,2512820.49,148659.05,40507109.0,523720.36
2023-07-01,30379.0,27952.63,24082.34,4398272.0,40252.18,45891.73,27314.97,220302.43,2493368.62,147508.27,40193542.0,519666.21
2023-06-30,30613.0,28167.94,24267.84,4432150.0,40562.23,46245.22,27525.37,221999.36,2512574.26,148644.48,40503140.0,523669.04
2023-06-29,30127.0,27599.35,23829.85,4350008.0,39923.7,45642.71,27013.67,218221.91,2471212.27,146131.02,39436545.0,514656.5
2023-06-28,30678.0,27997.97,24071.19,4414012.0,40487.9,45915.52,27418.46,221455.28,2515546.85,147576.52,39777094.0,523872.87
2023-06-27,30281.0,27754.05,23820.85,4344112.0,39819.52,45368.21,27119.97,219128.45,2483238.83,144358.62,39445848.0,518319.89
2023-06-26,30440.0,27909.52,23912.75,4369388.0,40073.35,45565.33,27267.54,218513.55,2495617.38,145670.62,39805476.0,521957.74
2023-06-25,30616.0,27937.1,24017.95,4379006.0,40247.49,45285.26,27397.65,219776.96,2508041.17,146030.26,39745996.0,525676.72
2023-06-24,30905.0,28200.81,24244.66,4420342.0,40627.4,45712.73,27656.27,221851.55,2531715.85,147408.71,40121179.0,530638.85
